Event Type,C2S ID,Source IP,Source Port(s),Destination IP,Destination Port(s),Start Time,Stop Time
out2in dns,50239,255.255.255.255,0,255.255.255.255,53,11/5/2009 6:25,11/5/2009 6:31
compromised_server,50240,172.28.108.88,0,255.255.255.255,53,11/5/2009 6:26,11/5/2009 6:31
compromised_server,50241,172.28.188.34,0,255.255.255.255,53,11/5/2009 6:26,11/5/2009 6:31
compromised_server,50242,172.28.18.49,0,255.255.255.255,53,11/5/2009 6:27,11/5/2009 6:31
compromised_server,50243,172.28.193.152,0,255.255.255.255,53,11/5/2009 6:27,11/5/2009 6:31
compromised_server,50244,172.28.154.191,0,255.255.255.255,53,11/5/2009 6:27,11/5/2009 6:31
compromised_server,50245,172.28.140.128,0,255.255.255.255,53,11/5/2009 6:28,11/5/2009 6:31
compromised_server,50246,172.28.105.141,0,255.255.255.255,53,11/5/2009 6:28,11/5/2009 6:31
compromised_server,50247,172.28.117.175,0,255.255.255.255,53,11/5/2009 6:28,11/5/2009 6:31
compromised_server,50248,172.28.151.92,0,255.255.255.255,53,11/5/2009 6:28,11/5/2009 6:31
compromised_server,50249,172.28.186.148,0,255.255.255.255,53,11/5/2009 6:28,11/5/2009 6:31
scan /usr/bin/nmap,43991,122.201.178.72,40045,172.28.42.98,64142:64353,11/5/2009 6:29,11/5/2009 6:30
no precursor client compromise exfil/sams_launch_v,44161,172.28.9.211,0,40.112.195.63,80,11/5/2009 6:29,11/5/2009 6:29
no precursor client compromise exfil/sams_launch_v,44162,172.28.9.211,0,28.133.133.90,80,11/5/2009 6:29,11/5/2009 6:29
c2+ tcp control channel exfil - no precursor nc,44163,40.112.195.63,0,172.28.9.211,10000,11/5/2009 6:31,11/5/2009 6:31
spambot client compromise,50250,201.89.32.16,80,172.28.11.182,60461,11/5/2009 6:31,11/5/2009 6:31
spambot client compromise,50252,201.89.32.16,80,172.28.132.105,60590,11/5/2009 6:31,11/5/2009 6:31
spambot client compromise,50253,201.89.32.16,80,172.28.196.167,39885,11/5/2009 6:31,11/5/2009 6:31
spam bot,50255,172.28.11.182,0,77.91.104.22,80,11/5/2009 6:31,11/5/2009 6:31
spam bot,50258,172.28.132.105,0,77.91.104.22,80,11/5/2009 6:31,11/5/2009 6:31
spam bot,50259,172.28.11.182,0,66.200.1.1,25,11/5/2009 6:31,11/5/2009 6:35
spam bot,50260,172.28.11.182,0,64.180.1.1,25,11/5/2009 6:31,11/5/2009 6:35
spam bot,50261,172.28.11.182,0,24.145.1.1,25,11/5/2009 6:31,11/5/2009 6:35
spam bot,50262,172.28.11.182,0,70.98.1.1,25,11/5/2009 6:31,11/5/2009 6:35
spam bot,50264,172.28.196.167,0,77.91.104.22,80,11/5/2009 6:31,11/5/2009 6:31
spam bot,50266,172.28.132.105,0,66.200.1.1,25,11/5/2009 6:31,11/5/2009 6:35
spam bot,50267,172.28.132.105,0,64.180.1.1,25,11/5/2009 6:31,11/5/2009 6:35
spam bot,50268,172.28.132.105,0,24.145.1.1,25,11/5/2009 6:31,11/5/2009 6:35
spam bot,50269,172.28.132.105,0,70.98.1.1,25,11/5/2009 6:31,11/5/2009 6:35
spam bot,50270,172.28.197.210,0,77.91.104.22,80,11/5/2009 6:32,11/5/2009 6:32
spam bot,50272,172.28.196.167,0,66.200.1.1,25,11/5/2009 6:32,11/5/2009 6:47
spam bot,50273,172.28.196.167,0,64.180.1.1,25,11/5/2009 6:32,11/5/2009 6:47
spam bot,50274,172.28.196.167,0,24.145.1.1,25,11/5/2009 6:32,11/5/2009 6:47
spam bot,50275,172.28.196.167,0,70.98.1.1,25,11/5/2009 6:32,11/5/2009 6:47
spam bot,50276,172.28.209.155,0,77.91.104.22,80,11/5/2009 6:32,11/5/2009 6:32
spam bot,50277,172.28.197.210,0,66.200.1.1,25,11/5/2009 6:32,11/5/2009 6:47
spam bot,50278,172.28.197.210,0,64.180.1.1,25,11/5/2009 6:32,11/5/2009 6:47
spam bot,50279,172.28.197.210,0,24.145.1.1,25,11/5/2009 6:32,11/5/2009 6:47
spam bot,50280,172.28.197.210,0,70.98.1.1,25,11/5/2009 6:32,11/5/2009 6:47
spam bot,50282,172.28.209.155,0,66.200.1.1,25,11/5/2009 6:32,11/5/2009 6:47
spam bot,50283,172.28.209.155,0,64.180.1.1,25,11/5/2009 6:32,11/5/2009 6:47
spam bot,50284,172.28.209.155,0,24.145.1.1,25,11/5/2009 6:32,11/5/2009 6:47
spam bot,50285,172.28.209.155,0,70.98.1.1,25,11/5/2009 6:32,11/5/2009 6:47
spam bot,50288,172.28.212.207,0,77.91.104.22,80,11/5/2009 6:32,11/5/2009 6:32
spambot malicious download,50289,68.91.226.37,80,172.28.218.214,44968,11/5/2009 6:32,11/5/2009 6:47
spam bot,50290,172.28.212.207,0,66.200.1.1,25,11/5/2009 6:32,11/5/2009 6:48
spam bot,50291,172.28.212.207,0,64.180.1.1,25,11/5/2009 6:32,11/5/2009 6:48
spam bot,50292,172.28.212.207,0,24.145.1.1,25,11/5/2009 6:32,11/5/2009 6:48
spam bot,50293,172.28.212.207,0,70.98.1.1,25,11/5/2009 6:32,11/5/2009 6:48
spam bot,50294,172.28.218.214,0,77.91.104.22,80,11/5/2009 6:32,11/5/2009 6:33
spambot client compromise,50295,201.89.32.16,80,172.28.219.150,44278,11/5/2009 6:32,11/5/2009 6:32
spambot malicious download,50296,68.91.226.37,80,172.28.219.150,44983,11/5/2009 6:33,11/5/2009 6:48
spambot client compromise,50297,201.89.32.16,80,172.28.220.39,52814,11/5/2009 6:33,11/5/2009 6:33
spam bot,50298,172.28.218.214,0,66.200.1.1,25,11/5/2009 6:33,11/5/2009 6:48
spam bot,50299,172.28.218.214,0,64.180.1.1,25,11/5/2009 6:33,11/5/2009 6:48
spam bot,50300,172.28.218.214,0,24.145.1.1,25,11/5/2009 6:33,11/5/2009 6:48
spam bot,50301,172.28.218.214,0,70.98.1.1,25,11/5/2009 6:33,11/5/2009 6:48
spam bot,50302,172.28.219.150,0,77.91.104.22,80,11/5/2009 6:33,11/5/2009 6:33
spambot malicious download,50303,68.91.226.37,80,172.28.220.39,35508,11/5/2009 6:33,11/5/2009 6:48
spambot client compromise,50304,201.89.32.16,80,172.28.27.31,39745,11/5/2009 6:33,11/5/2009 6:33
spam bot,50305,172.28.220.39,0,77.91.104.22,80,11/5/2009 6:33,11/5/2009 6:33
spam bot,50306,172.28.219.150,0,66.200.1.1,25,11/5/2009 6:33,11/5/2009 6:48
spam bot,50307,172.28.219.150,0,64.180.1.1,25,11/5/2009 6:33,11/5/2009 6:48
spam bot,50308,172.28.219.150,0,24.145.1.1,25,11/5/2009 6:33,11/5/2009 6:48
spam bot,50309,172.28.219.150,0,70.98.1.1,25,11/5/2009 6:33,11/5/2009 6:48
spambot malicious download,50310,68.91.226.37,80,172.28.27.31,52723,11/5/2009 6:33,11/5/2009 6:48
spam bot,50311,172.28.220.39,0,66.200.1.1,25,11/5/2009 6:33,11/5/2009 6:48
spam bot,50312,172.28.220.39,0,64.180.1.1,25,11/5/2009 6:33,11/5/2009 6:48
spam bot,50313,172.28.220.39,0,24.145.1.1,25,11/5/2009 6:33,11/5/2009 6:48
spam bot,50314,172.28.220.39,0,70.98.1.1,25,11/5/2009 6:33,11/5/2009 6:48
spam bot,50315,172.28.27.31,0,77.91.104.22,80,11/5/2009 6:33,11/5/2009 6:33
client compromise,50316,205.63.202.67,80,172.28.1.134,44657,11/5/2009 6:33,11/5/2009 6:33
scan /usr/bin/nmap,43992,158.190.85.16,9358,172.28.116.90,80,11/5/2009 6:34,11/5/2009 6:34
spam bot,50317,172.28.27.31,0,66.200.1.1,25,11/5/2009 6:34,11/5/2009 6:38
spam bot,50318,172.28.27.31,0,64.180.1.1,25,11/5/2009 6:34,11/5/2009 6:38
spam bot,50319,172.28.27.31,0,24.145.1.1,25,11/5/2009 6:34,11/5/2009 6:38
spam bot,50320,172.28.27.31,0,70.98.1.1,25,11/5/2009 6:34,11/5/2009 6:38
client compromise,50321,205.63.202.67,80,172.28.1.203,34583,11/5/2009 6:34,11/5/2009 6:34
client compromise,50322,205.63.202.67,80,172.28.129.124,37029,11/5/2009 6:34,11/5/2009 6:34
client compromise,50323,205.63.202.67,80,172.28.133.12,37062,11/5/2009 6:34,11/5/2009 6:34
scan /usr/bin/nmap,43993,195.171.85.28,0,172.28.18.197,1257 3128,11/5/2009 6:35,11/5/2009 6:35
scan /usr/bin/nmap,43994,195.171.85.28,0,172.28.18.147,1257 3128,11/5/2009 6:35,11/5/2009 6:35
scan /usr/bin/nmap,43995,195.171.85.28,0,172.28.18.241,1257 3128,11/5/2009 6:35,11/5/2009 6:35
scan /usr/bin/nmap,43996,195.171.85.28,0,172.28.18.83,1257 3128,11/5/2009 6:35,11/5/2009 6:35
scan /usr/bin/nmap,43997,195.171.85.28,0,172.28.18.213,1257 3128,11/5/2009 6:35,11/5/2009 6:35
scan /usr/bin/nmap,43998,195.171.85.28,0,172.28.18.146,1257 3128,11/5/2009 6:35,11/5/2009 6:35
scan /usr/bin/nmap,43999,195.171.85.28,0,172.28.18.111,1257 3128,11/5/2009 6:35,11/5/2009 6:35
scan /usr/bin/nmap,44000,195.171.85.28,0,172.28.18.68,1257 3128,11/5/2009 6:35,11/5/2009 6:35
scan /usr/bin/nmap,44001,195.171.85.28,0,172.28.18.41,1257 3128,11/5/2009 6:35,11/5/2009 6:35
scan /usr/bin/nmap,44003,195.171.85.28,0,172.28.18.59,1257 3128,11/5/2009 6:35,11/5/2009 6:35
scan /usr/bin/nmap,44008,195.171.85.28,0,172.28.18.98,1257 3128,11/5/2009 6:35,11/5/2009 6:35
scan /usr/bin/nmap,44011,195.171.85.28,0,172.28.18.174,1257 3128,11/5/2009 6:35,11/5/2009 6:35
scan /usr/bin/nmap,44012,195.171.85.28,0,172.28.18.18,1257 3128,11/5/2009 6:35,11/5/2009 6:35
client compromise,50324,205.63.202.67,80,172.28.133.158,58047,11/5/2009 6:35,11/5/2009 6:35
client compromise,50325,205.63.202.67,80,172.28.133.86,57655,11/5/2009 6:35,11/5/2009 6:35
client compromise,50326,205.63.202.67,80,172.28.195.194,54508,11/5/2009 6:35,11/5/2009 6:35
client compromise,50327,205.63.202.67,80,172.28.198.166,57909,11/5/2009 6:36,11/5/2009 6:36
client compromise,50328,205.63.202.67,80,172.28.20.99,35785,11/5/2009 6:36,11/5/2009 6:36
client compromise,50329,205.63.202.67,80,172.28.4.202,43998,11/5/2009 6:36,11/5/2009 6:36
spam bot,50330,172.28.11.182,0,77.91.104.22,80,11/5/2009 6:38,11/5/2009 6:38
malware ddos,50331,172.28.1.203,0,152.162.178.254,499,11/5/2009 6:38,11/5/2009 6:43
malware ddos,50332,172.28.1.134,0,152.162.178.254,499,11/5/2009 6:38,11/5/2009 6:43
malware ddos,50333,172.28.133.158,0,152.162.178.254,499,11/5/2009 6:38,11/5/2009 6:43
malware ddos,50334,172.28.133.86,0,152.162.178.254,499,11/5/2009 6:38,11/5/2009 6:43
malware ddos,50335,172.28.133.12,0,152.162.178.254,499,11/5/2009 6:38,11/5/2009 6:43
malware ddos,50336,172.28.198.166,0,152.162.178.254,499,11/5/2009 6:38,11/5/2009 6:43
malware ddos,50337,172.28.20.99,0,152.162.178.254,499,11/5/2009 6:38,11/5/2009 6:43
malware ddos,50338,172.28.129.124,0,152.162.178.254,499,11/5/2009 6:38,11/5/2009 6:43
malware ddos,50339,172.28.195.194,0,152.162.178.254,499,11/5/2009 6:38,11/5/2009 6:43
spam bot,50340,172.28.11.182,0,66.200.1.1,25,11/5/2009 6:38,11/5/2009 6:40
spam bot,50341,172.28.11.182,0,64.180.1.1,25,11/5/2009 6:38,11/5/2009 6:40
spam bot,50342,172.28.11.182,0,24.145.1.1,25,11/5/2009 6:38,11/5/2009 6:40
spam bot,50343,172.28.11.182,0,70.98.1.1,25,11/5/2009 6:38,11/5/2009 6:40
spam bot,50344,172.28.132.105,0,77.91.104.22,80,11/5/2009 6:39,11/5/2009 6:39
spam bot,50345,172.28.132.105,0,66.200.1.1,25,11/5/2009 6:39,11/5/2009 6:54
spam bot,50346,172.28.132.105,0,64.180.1.1,25,11/5/2009 6:39,11/5/2009 6:54
spam bot,50347,172.28.132.105,0,24.145.1.1,25,11/5/2009 6:39,11/5/2009 6:54
spam bot,50348,172.28.132.105,0,70.98.1.1,25,11/5/2009 6:39,11/5/2009 6:54
phishing email exploit/malware/trawler,44164,23.3.252.153,0,172.28.1.5,25,11/5/2009 6:45,11/5/2009 6:45
phishing email exploit/malware/trawler,44165,23.3.252.153,0,172.28.128.5,25,11/5/2009 6:45,11/5/2009 6:45
phishing email exploit/malware/trawler,44169,43.79.200.176,0,172.28.1.5,25,11/5/2009 6:45,11/5/2009 6:46
phishing email exploit/malware/trawler,44170,43.79.200.176,0,172.28.128.5,25,11/5/2009 6:45,11/5/2009 6:46
failed attack exploit/iis-asp-overflow,44174,153.25.121.118,0,172.28.28.128,80,11/5/2009 6:46,11/5/2009 6:46
failed attack exploit/iis-asp-overflow,44175,153.25.121.118,0,172.28.22.186,80,11/5/2009 6:46,11/5/2009 6:46
failed attack exploit/iis-asp-overflow,44176,153.25.121.118,0,172.28.6.119,80,11/5/2009 6:46,11/5/2009 6:46
failed attack exploit/iis-asp-overflow,50349,153.25.121.118,0,172.28.20.14,80,11/5/2009 6:46,11/5/2009 6:46
failed attack exploit/iis-asp-overflow,50350,153.25.121.118,0,172.28.128.124,80,11/5/2009 6:46,11/5/2009 6:46
post-phishing c2 heartbeat exploit/malware/malclie,44166,172.28.136.45,0,23.3.252.153,80,11/5/2009 6:47,11/5/2009 6:47
out2in dns,50351,255.255.255.255,0,255.255.255.255,53,11/5/2009 6:47,11/5/2009 6:53
post-phishing c2 heartbeat exploit/malware/malclie,44171,172.28.133.86,0,43.79.200.176,25,11/5/2009 6:48,11/5/2009 6:48
compromised_server,50352,172.28.108.88,0,255.255.255.255,53,11/5/2009 6:48,11/5/2009 6:53
compromised_server,50353,172.28.188.34,0,255.255.255.255,53,11/5/2009 6:48,11/5/2009 6:53
post-phishing c2 exploit/malware/malclient.pl,44167,172.28.136.45,0,23.3.252.153,80,11/5/2009 6:49,11/5/2009 6:49
compromised_server,50354,172.28.18.49,0,255.255.255.255,53,11/5/2009 6:49,11/5/2009 6:53
compromised_server,50355,172.28.193.152,0,255.255.255.255,53,11/5/2009 6:49,11/5/2009 6:53
compromised_server,50356,172.28.154.191,0,255.255.255.255,53,11/5/2009 6:49,11/5/2009 6:53
compromised_server,50357,172.28.140.128,0,255.255.255.255,53,11/5/2009 6:49,11/5/2009 6:53
post-phishing c2 exploit/malware/malclient.pl,44172,172.28.133.86,0,43.79.200.176,25,11/5/2009 6:50,11/5/2009 6:50
compromised_server,50358,172.28.105.141,0,255.255.255.255,53,11/5/2009 6:50,11/5/2009 6:53
compromised_server,50359,172.28.117.175,0,255.255.255.255,53,11/5/2009 6:50,11/5/2009 6:53
compromised_server,50360,172.28.151.92,0,255.255.255.255,53,11/5/2009 6:50,11/5/2009 6:53
compromised_server,50361,172.28.186.148,0,255.255.255.255,53,11/5/2009 6:50,11/5/2009 6:53
post-phishing c2 + tcp control channel exfil explo,44173,172.28.133.86,0,43.79.200.176,25,11/5/2009 6:52,11/5/2009 6:52
ddos,50382,5.189.157.16,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:57
ddos,50383,6.9.39.78,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:57
ddos,50384,6.24.147.26,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:57
ddos,50385,6.56.181.16,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:57
ddos,50386,6.73.219.34,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:57
ddos,50387,6.108.61.62,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:57
ddos,50388,6.114.72.11,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:57
ddos,50389,6.148.44.38,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:57
ddos,50390,6.166.35.36,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:58
ddos,50391,6.216.54.23,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:58
ddos,50392,6.223.43.24,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:58
ddos,50393,6.231.114.20,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:58
ddos,50394,7.12.133.14,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:58
ddos,50395,7.64.14.33,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:58
ddos,50396,7.122.229.21,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:58
ddos,50397,7.139.86.72,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:58
ddos,50398,8.35.39.15,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:58
ddos,50399,8.47.167.19,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:58
ddos,50400,8.70.145.44,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:58
ddos,50401,8.141.153.31,0,172.28.4.7,80,11/5/2009 6:54,11/5/2009 6:58
scan /usr/bin/nmap,44014,49.232.95.127,55944,172.28.97.169,21 4899,11/5/2009 6:55,11/5/2009 6:55
ddos,50402,8.157.132.13,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50403,8.178.210.61,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50404,8.179.82.34,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50405,8.199.76.40,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50406,8.208.147.15,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50407,9.81.41.34,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50408,9.88.143.31,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50409,9.182.182.14,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50410,9.196.194.32,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50411,9.248.204.55,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50412,11.6.70.13,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50413,11.88.142.12,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50414,11.134.54.38,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50415,11.202.138.30,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50416,11.220.46.14,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50417,11.239.103.20,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50418,11.247.62.26,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50419,12.1.248.28,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50420,12.12.84.37,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50421,12.17.231.15,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50422,12.27.5.69,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50423,14.51.154.31,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50424,14.52.155.19,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50425,14.81.203.35,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50426,14.90.67.18,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50427,14.105.10.36,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50428,14.115.75.28,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50429,14.221.228.15,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50430,15.56.132.39,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50431,15.149.56.11,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50432,15.174.249.16,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50433,15.178.251.26,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50434,15.184.166.14,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50435,15.185.49.16,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50436,15.231.243.19,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50437,16.5.197.28,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50438,16.16.174.14,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50439,16.19.124.18,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50440,16.98.115.22,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50441,16.141.168.14,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50442,16.161.221.15,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50443,16.199.43.11,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50444,16.225.81.18,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50445,16.231.228.19,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50446,16.244.78.44,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50447,17.59.230.16,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50448,17.73.109.30,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50449,17.163.65.12,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:58
ddos,50450,17.202.87.37,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:59
ddos,50451,17.241.216.32,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:59
ddos,50452,17.246.169.62,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:59
ddos,50453,18.177.218.56,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:59
ddos,50454,19.14.122.18,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:59
ddos,50455,19.16.150.31,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:59
ddos,50456,19.202.221.20,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:59
ddos,50457,19.214.138.15,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:59
ddos,50458,20.17.228.67,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:59
ddos,50459,20.18.5.11,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:59
ddos,50460,20.21.128.24,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:59
ddos,50461,20.38.7.15,0,172.28.4.7,80,11/5/2009 6:55,11/5/2009 6:59
phishing email exploit/malware/trawler,44179,212.45.250.61,0,172.28.128.5,25,11/5/2009 6:56,11/5/2009 6:56
failed attack exploit/iis-asp-overflow,44184,153.25.121.118,0,172.28.28.128,80,11/5/2009 6:56,11/5/2009 6:56
failed attack exploit/iis-asp-overflow,50462,153.25.121.118,0,172.28.22.186,80,11/5/2009 6:56,11/5/2009 6:57
failed attack exploit/iis-asp-overflow,50463,153.25.121.118,0,172.28.6.119,80,11/5/2009 6:57,11/5/2009 6:57
failed attack exploit/iis-asp-overflow,50464,153.25.121.118,0,172.28.20.14,80,11/5/2009 6:57,11/5/2009 6:57
failed attack exploit/iis-asp-overflow,50465,153.25.121.118,0,172.28.128.124,80,11/5/2009 6:57,11/5/2009 6:57
post-phishing c2 heartbeat exploit/malware/malclie,44180,172.28.192.5,0,212.45.250.61,8181,11/5/2009 6:58,11/5/2009 6:58
scan /usr/bin/nmap,44015,211.144.70.97,40510,172.28.154.10,21,11/5/2009 6:59,11/5/2009 6:59
post-phishing c2 exploit/malware/malclient.pl,44181,172.28.192.5,0,212.45.250.61,8181,11/5/2009 6:59,11/5/2009 6:59
post-phishing c2 exploit/malware/malclient.pl,44182,172.28.192.5,0,212.45.250.61,8181,11/5/2009 7:04,11/5/2009 7:04
ddos,50466,155.108.237.71,0,172.28.4.7,80,11/5/2009 7:05,11/5/2009 7:09
ddos,50467,218.233.109.140,0,172.28.4.7,80,11/5/2009 7:05,11/5/2009 7:09
post-phishing c2 + tcp control channel exfil explo,44183,172.28.192.5,0,212.45.250.61,8181,11/5/2009 7:06,11/5/2009 7:06
scan /usr/bin/nmap,44016,113.193.88.44,0,172.28.163.165,36242,11/5/2009 7:07,11/5/2009 7:07
phishing email exploit/malware/trawler,44189,82.144.22.171,0,172.28.1.5,25,11/5/2009 7:10,11/5/2009 7:10
phishing email exploit/malware/trawler,44190,82.144.22.171,0,172.28.128.5,25,11/5/2009 7:10,11/5/2009 7:10
phishing email exploit/malware/trawler,44191,82.144.22.171,0,172.28.192.5,25,11/5/2009 7:10,11/5/2009 7:10
post-phishing client compromise + malicious downlo,44192,172.28.131.125,0,82.144.22.171,80,11/5/2009 7:13,11/5/2009 7:13
post-phishing client compromise + malicious downlo,44193,172.28.131.125,0,28.133.133.90,80,11/5/2009 7:13,11/5/2009 7:13
c2+ tcp control channel exfil nc,44194,82.144.22.171,0,172.28.131.125,10000,11/5/2009 7:16,11/5/2009 7:20
scan /usr/bin/nmap,44017,32.213.228.43,0,172.28.218.123,4899,11/5/2009 7:24,11/5/2009 7:24
failed attack or scan exploit/bin/webstar_ftp_user,44195,42.1.118.156,0,255.255.255.255,21,11/5/2009 7:30,11/5/2009 7:45
ddos,50468,19.202.221.73,0,172.28.4.7,80,11/5/2009 7:31,11/5/2009 7:33
out2in dns,50471,255.255.255.255,0,255.255.255.255,53,11/5/2009 7:40,11/5/2009 7:46
compromised_server,50472,172.28.108.88,0,255.255.255.255,53,11/5/2009 7:40,11/5/2009 7:46
compromised_server,50473,172.28.188.34,0,255.255.255.255,53,11/5/2009 7:40,11/5/2009 7:46
compromised_server,50474,172.28.18.49,0,255.255.255.255,53,11/5/2009 7:41,11/5/2009 7:46
compromised_server,50475,172.28.193.152,0,255.255.255.255,53,11/5/2009 7:41,11/5/2009 7:46
compromised_server,50476,172.28.154.191,0,255.255.255.255,53,11/5/2009 7:41,11/5/2009 7:46
compromised_server,50477,172.28.186.148,0,255.255.255.255,53,11/5/2009 7:41,11/5/2009 7:46
compromised_server,50478,172.28.140.128,0,255.255.255.255,53,11/5/2009 7:41,11/5/2009 7:46
compromised_server,50479,172.28.151.92,0,255.255.255.255,53,11/5/2009 7:41,11/5/2009 7:46
compromised_server,50480,172.28.105.141,0,255.255.255.255,53,11/5/2009 7:41,11/5/2009 7:46
compromised_server,50481,172.28.117.175,0,255.255.255.255,53,11/5/2009 7:41,11/5/2009 7:46
phishing email exploit/malware/trawler,44196,44.239.223.135,0,172.28.128.5,25,11/5/2009 7:43,11/5/2009 7:43
failed attack framework-2.6/msfcli cabrightstor_di,44018,35.182.39.183,0,172.28.134.218,41524,11/5/2009 7:44,11/5/2009 7:44
post-phishing c2 heartbeat exploit/malware/malclie,44197,172.28.128.21,0,44.239.223.135,443,11/5/2009 7:46,11/5/2009 7:46
post-phishing c2 exploit/malware/malclient.pl,44198,172.28.128.21,0,44.239.223.135,443,11/5/2009 7:47,11/5/2009 7:47
scan /usr/bin/nmap,44019,42.196.162.102,26707,172.28.79.227,30860,11/5/2009 7:49,11/5/2009 7:49
